Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Month-Year,Confirmed Daily,Deaths Daily,Recovered Daily
Estonia,Estonia,58.5953,25.0136,2/19/2020,0,0,0,Feb-20,0,0,0
Eswatini,Eswatini,-26.5225,31.4659,2/19/2020,0,0,0,Feb-20,0,0,0
Ethiopia,Ethiopia,9.145,40.4897,2/19/2020,0,0,0,Feb-20,0,0,0
Fiji,Fiji,-17.7134,178.065,2/19/2020,0,0,0,Feb-20,0,0,0
Finland,Finland,64,26,2/19/2020,1,0,1,Feb-20,0,0,0
French Guiana,France,3.9339,-53.1258,2/19/2020,0,0,0,Feb-20,0,0,0
French Polynesia,France,-17.6797,149.4068,2/19/2020,0,0,0,Feb-20,0,0,0
Guadeloupe,France,16.25,-61.5833,2/19/2020,0,0,0,Feb-20,0,0,0
Mayotte,France,-12.8275,45.1662,2/19/2020,0,0,0,Feb-20,0,0,0
New Caledonia,France,-20.9043,165.618,2/19/2020,0,0,0,Feb-20,0,0,0
Reunion,France,-21.1351,55.2471,2/19/2020,0,0,0,Feb-20,0,0,0
Saint Barthelemy,France,17.9,-62.8333,2/19/2020,0,0,0,Feb-20,0,0,0
St Martin,France,18.0708,-63.0501,2/19/2020,0,0,0,Feb-20,0,0,0
Martinique,France,14.6415,-61.0242,2/19/2020,0,0,0,Feb-20,0,0,0
France,France,46.2276,2.2137,2/19/2020,12,1,4,Feb-20,0,0,0
Gabon,Gabon,-0.8037,11.6094,2/19/2020,0,0,0,Feb-20,0,0,0
Gambia,Gambia,13.4432,-15.3101,2/19/2020,0,0,0,Feb-20,0,0,0
Georgia,Georgia,42.3154,43.3569,2/19/2020,0,0,0,Feb-20,0,0,0
Germany,Germany,51,9,2/19/2020,16,0,12,Feb-20,0,0,0
Ghana,Ghana,7.9465,-1.0232,2/19/2020,0,0,0,Feb-20,0,0,0
Greece,Greece,39.0742,21.8243,2/19/2020,0,0,0,Feb-20,0,0,0
Guatemala,Guatemala,15.7835,-90.2308,2/19/2020,0,0,0,Feb-20,0,0,0
Guinea,Guinea,9.9456,-9.6966,2/19/2020,0,0,0,Feb-20,0,0,0
Guyana,Guyana,5,-58.75,2/19/2020,0,0,0,Feb-20,0,0,0
Haiti,Haiti,18.9712,-72.2852,2/19/2020,0,0,0,Feb-20,0,0,0
Holy See,Holy See,41.9029,12.4534,2/19/2020,0,0,0,Feb-20,0,0,0
Honduras,Honduras,15.2,-86.2419,2/19/2020,0,0,0,Feb-20,0,0,0
Hungary,Hungary,47.1625,19.5033,2/19/2020,0,0,0,Feb-20,0,0,0
Iceland,Iceland,64.9631,-19.0208,2/19/2020,0,0,0,Feb-20,0,0,0
India,India,21,78,2/19/2020,3,0,3,Feb-20,0,0,0
Indonesia,Indonesia,-0.7893,113.9213,2/19/2020,0,0,0,Feb-20,0,0,0
Iran,Iran,32,53,2/19/2020,2,2,0,Feb-20,2,2,0
Iraq,Iraq,33,44,2/19/2020,0,0,0,Feb-20,0,0,0
Ireland,Ireland,53.1424,-7.6921,2/19/2020,0,0,0,Feb-20,0,0,0
Israel,Israel,31,35,2/19/2020,0,0,0,Feb-20,0,0,0
Italy,Italy,43,12,2/19/2020,3,0,0,Feb-20,0,0,0
Jamaica,Jamaica,18.1096,-77.2975,2/19/2020,0,0,0,Feb-20,0,0,0
Japan,Japan,36,138,2/19/2020,84,1,18,Feb-20,10,0,5
Jordan,Jordan,31.24,36.51,2/19/2020,0,0,0,Feb-20,0,0,0
Kazakhstan,Kazakhstan,48.0196,66.9237,2/19/2020,0,0,0,Feb-20,0,0,0
Kenya,Kenya,-0.0236,37.9062,2/19/2020,0,0,0,Feb-20,0,0,0
Kuwait,Kuwait,29.5,47.75,2/19/2020,0,0,0,Feb-20,0,0,0
Kyrgyzstan,Kyrgyzstan,41.2044,74.7661,2/19/2020,0,0,0,Feb-20,0,0,0
Latvia,Latvia,56.8796,24.6032,2/19/2020,0,0,0,Feb-20,0,0,0
Lebanon,Lebanon,33.8547,35.8623,2/19/2020,0,0,0,Feb-20,0,0,0
Liberia,Liberia,6.4281,-9.4295,2/19/2020,0,0,0,Feb-20,0,0,0
Liechtenstein,Liechtenstein,47.14,9.55,2/19/2020,0,0,0,Feb-20,0,0,0
Lithuania,Lithuania,55.1694,23.8813,2/19/2020,0,0,0,Feb-20,0,0,0
Luxembourg,Luxembourg,49.8153,6.1296,2/19/2020,0,0,0,Feb-20,0,0,0
Madagascar,Madagascar,-18.7669,46.8691,2/19/2020,0,0,0,Feb-20,0,0,0
Malaysia,Malaysia,2.5,112.5,2/19/2020,22,0,15,Feb-20,0,0,2
Maldives,Maldives,3.2028,73.2207,2/19/2020,0,0,0,Feb-20,0,0,0
Malta,Malta,35.9375,14.3754,2/19/2020,0,0,0,Feb-20,0,0,0
Mauritania,Mauritania,21.0079,10.9408,2/19/2020,0,0,0,Feb-20,0,0,0
Mauritius,Mauritius,-20.2,57.5,2/19/2020,0,0,0,Feb-20,0,0,0
Mexico,Mexico,23.6345,-102.5528,2/19/2020,0,0,0,Feb-20,0,0,0
Moldova,Moldova,47.4116,28.3699,2/19/2020,0,0,0,Feb-20,0,0,0
Monaco,Monaco,43.7333,7.4167,2/19/2020,0,0,0,Feb-20,0,0,0
Mongolia,Mongolia,46.8625,103.8467,2/19/2020,0,0,0,Feb-20,0,0,0
Montenegro,Montenegro,42.5,19.3,2/19/2020,0,0,0,Feb-20,0,0,0
Morocco,Morocco,31.7917,-7.0926,2/19/2020,0,0,0,Feb-20,0,0,0
Namibia,Namibia,-22.9576,18.4904,2/19/2020,0,0,0,Feb-20,0,0,0
Nepal,Nepal,28.1667,84.25,2/19/2020,1,0,1,Feb-20,0,0,0
Aruba,Netherlands,12.5186,-70.0358,2/19/2020,0,0,0,Feb-20,0,0,0
Curacao,Netherlands,12.1696,-68.99,2/19/2020,0,0,0,Feb-20,0,0,0
Sint Maarten,Netherlands,18.0425,-63.0548,2/19/2020,0,0,0,Feb-20,0,0,0
Netherlands,Netherlands,52.1326,5.2913,2/19/2020,0,0,0,Feb-20,0,0,0
New Zealand,New Zealand,-40.9006,174.886,2/19/2020,0,0,0,Feb-20,0,0,0
Nicaragua,Nicaragua,12.8654,-85.2072,2/19/2020,0,0,0,Feb-20,0,0,0
Niger,Niger,17.6078,8.0817,2/19/2020,0,0,0,Feb-20,0,0,0
Nigeria,Nigeria,9.082,8.6753,2/19/2020,0,0,0,Feb-20,0,0,0
North Macedonia,North Macedonia,41.6086,21.7453,2/19/2020,0,0,0,Feb-20,0,0,0
Norway,Norway,60.472,8.4689,2/19/2020,0,0,0,Feb-20,0,0,0
Oman,Oman,21,57,2/19/2020,0,0,0,Feb-20,0,0,0
Pakistan,Pakistan,30.3753,69.3451,2/19/2020,0,0,0,Feb-20,0,0,0
Panama,Panama,8.538,-80.7821,2/19/2020,0,0,0,Feb-20,0,0,0
Papua New Guinea,Papua New Guinea,-6.315,143.9555,2/19/2020,0,0,0,Feb-20,0,0,0
Paraguay,Paraguay,-23.4425,-58.4438,2/19/2020,0,0,0,Feb-20,0,0,0
Peru,Peru,-9.19,-75.0152,2/19/2020,0,0,0,Feb-20,0,0,0
Philippines,Philippines,13,122,2/19/2020,3,1,1,Feb-20,0,0,0
Poland,Poland,51.9194,19.1451,2/19/2020,0,0,0,Feb-20,0,0,0
Portugal,Portugal,39.3999,-8.2245,2/19/2020,0,0,0,Feb-20,0,0,0
Qatar,Qatar,25.3548,51.1839,2/19/2020,0,0,0,Feb-20,0,0,0
Romania,Romania,45.9432,24.9668,2/19/2020,0,0,0,Feb-20,0,0,0
Russia,Russia,60,90,2/19/2020,2,0,2,Feb-20,0,0,0
Rwanda,Rwanda,-1.9403,29.8739,2/19/2020,0,0,0,Feb-20,0,0,0
Saint Lucia,Saint Lucia,13.9094,-60.9789,2/19/2020,0,0,0,Feb-20,0,0,0
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,12.9843,-61.2872,2/19/2020,0,0,0,Feb-20,0,0,0
San Marino,San Marino,43.9424,12.4578,2/19/2020,0,0,0,Feb-20,0,0,0
Saudi Arabia,Saudi Arabia,24,45,2/19/2020,0,0,0,Feb-20,0,0,0
Senegal,Senegal,14.4974,-14.4524,2/19/2020,0,0,0,Feb-20,0,0,0
Serbia,Serbia,44.0165,21.0059,2/19/2020,0,0,0,Feb-20,0,0,0
Seychelles,Seychelles,-4.6796,55.492,2/19/2020,0,0,0,Feb-20,0,0,0
Singapore,Singapore,1.2833,103.8333,2/19/2020,84,0,34,Feb-20,3,0,5
Slovakia,Slovakia,48.669,19.699,2/19/2020,0,0,0,Feb-20,0,0,0
Slovenia,Slovenia,46.1512,14.9955,2/19/2020,0,0,0,Feb-20,0,0,0
Somalia,Somalia,5.1521,46.1996,2/19/2020,0,0,0,Feb-20,0,0,0
South Africa,South Africa,-30.5595,22.9375,2/19/2020,0,0,0,Feb-20,0,0,0
Spain,Spain,40,-4,2/19/2020,2,0,2,Feb-20,0,0,0
Sri Lanka,Sri Lanka,7,81,2/19/2020,1,0,1,Feb-20,0,0,0
Sudan,Sudan,12.8628,30.2176,2/19/2020,0,0,0,Feb-20,0,0,0
Suriname,Suriname,3.9193,-56.0278,2/19/2020,0,0,0,Feb-20,0,0,0
Sweden,Sweden,63,16,2/19/2020,1,0,0,Feb-20,0,0,0
Switzerland,Switzerland,46.8182,8.2275,2/19/2020,0,0,0,Feb-20,0,0,0
Taiwan*,Taiwan*,23.7,121,2/19/2020,23,1,2,Feb-20,1,0,0
Tanzania,Tanzania,-6.369,34.8888,2/19/2020,0,0,0,Feb-20,0,0,0
Thailand,Thailand,15,101,2/19/2020,35,0,15,Feb-20,0,0,0
Togo,Togo,8.6195,0.8248,2/19/2020,0,0,0,Feb-20,0,0,0
Trinidad and Tobago,Trinidad and Tobago,10.6918,-61.2225,2/19/2020,0,0,0,Feb-20,0,0,0
Tunisia,Tunisia,34,9,2/19/2020,0,0,0,Feb-20,0,0,0
Turkey,Turkey,38.9637,35.2433,2/19/2020,0,0,0,Feb-20,0,0,0
Uganda,Uganda,1,32,2/19/2020,0,0,0,Feb-20,0,0,0
Ukraine,Ukraine,48.3794,31.1656,2/19/2020,0,0,0,Feb-20,0,0,0
United Arab Emirates,United Arab Emirates,24,54,2/19/2020,9,0,4,Feb-20,0,0,0
Bermuda,United Kingdom,32.3078,-64.7505,2/19/2020,0,0,0,Feb-20,0,0,0
Cayman Islands,United Kingdom,19.3133,-81.2546,2/19/2020,0,0,0,Feb-20,0,0,0
Channel Islands,United Kingdom,49.3723,-2.3644,2/19/2020,0,0,0,Feb-20,0,0,0
Gibraltar,United Kingdom,36.1408,-5.3536,2/19/2020,0,0,0,Feb-20,0,0,0
Isle of Man,United Kingdom,54.2361,-4.5481,2/19/2020,0,0,0,Feb-20,0,0,0
Montserrat,United Kingdom,16.7425,-62.1874,2/19/2020,0,0,0,Feb-20,0,0,0
United Kingdom,United Kingdom,55.3781,-3.436,2/19/2020,9,0,8,Feb-20,0,0,0
Uruguay,Uruguay,-32.5228,-55.7658,2/19/2020,0,0,0,Feb-20,0,0,0
US,US,37.0902,-95.7129,2/19/2020,13,0,3,Feb-20,0,0,0
Uzbekistan,Uzbekistan,41.3775,64.5853,2/19/2020,0,0,0,Feb-20,0,0,0
Venezuela,Venezuela,6.4238,-66.5897,2/19/2020,0,0,0,Feb-20,0,0,0
Vietnam,Vietnam,16,108,2/19/2020,16,0,7,Feb-20,0,0,0
Zambia,Zambia,-15.4167,28.2833,2/19/2020,0,0,0,Feb-20,0,0,0
Zimbabwe,Zimbabwe,-20,30,2/19/2020,0,0,0,Feb-20,0,0,0
Diamond Princess,Canada,0,0,2/19/2020,0,0,0,Feb-20,0,0,0
Dominica,Dominica,15.415,-61.371,2/19/2020,0,0,0,Feb-20,0,0,0
Grenada,Grenada,12.1165,-61.679,2/19/2020,0,0,0,Feb-20,0,0,0
Mozambique,Mozambique,-18.665695,35.529562,2/19/2020,0,0,0,Feb-20,0,0,0
Syria,Syria,34.802075,38.996815,2/19/2020,0,0,0,Feb-20,0,0,0
Timor-Leste,Timor-Leste,-8.874217,125.727539,2/19/2020,0,0,0,Feb-20,0,0,0
Belize,Belize,13.1939,-59.5432,2/19/2020,0,0,0,Feb-20,0,0,0
Recovered,Canada,0,0,2/19/2020,0,0,0,Feb-20,0,0,0
Laos,Laos,19.85627,102.495496,2/19/2020,0,0,0,Feb-20,0,0,0
Libya,Libya,26.3351,17.228331,2/19/2020,0,0,0,Feb-20,0,0,0
West Bank and Gaza,West Bank and Gaza,31.9522,35.2332,2/19/2020,0,0,0,Feb-20,0,0,0
Guinea-Bissau,Guinea-Bissau,11.8037,-15.1804,2/19/2020,0,0,0,Feb-20,0,0,0
Mali,Mali,17.570692,-3.996166,2/19/2020,0,0,0,Feb-20,0,0,0
Saint Kitts and Nevis,Saint Kitts and Nevis,17.357822,-62.782998,2/19/2020,0,0,0,Feb-20,0,0,0
Northwest Territories,Canada,64.8255,-124.8457,2/19/2020,0,0,0,Feb-20,0,0,0
Yukon,Canada,64.2823,-135,2/19/2020,0,0,0,Feb-20,0,0,0
Kosovo,Kosovo,42.602636,20.902977,2/19/2020,0,0,0,Feb-20,0,0,0
Burma,Burma,21.9162,95.956,2/19/2020,0,0,0,Feb-20,0,0,0
Anguilla,United Kingdom,18.2206,-63.0686,2/19/2020,0,0,0,Feb-20,0,0,0
British Virgin Islands,United Kingdom,18.4207,-64.64,2/19/2020,0,0,0,Feb-20,0,0,0
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,2/19/2020,0,0,0,Feb-20,0,0,0
MS Zaandam,MS Zaandam,0,0,2/19/2020,0,0,0,Feb-20,0,0,0
Botswana,Botswana,-22.3285,24.6849,2/19/2020,0,0,0,Feb-20,0,0,0
Burundi,Burundi,-3.3731,29.9189,2/19/2020,0,0,0,Feb-20,0,0,0
Sierra Leone,Sierra Leone,8.460555,-11.779889,2/19/2020,0,0,0,Feb-20,0,0,0
Malawi,Malawi,-13.254308,34.301525,2/19/2020,0,0,0,Feb-20,0,0,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2/19/2020,0,0,0,Feb-20,0,0,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,2/19/2020,0,0,0,Feb-20,0,0,0
South Sudan,South Sudan,6.877,31.307,2/19/2020,0,0,0,Feb-20,0,0,0
Western Sahara,Western Sahara,24.2155,-12.8858,2/19/2020,0,0,0,Feb-20,0,0,0
Sao Tome and Principe,Sao Tome and Principe,0.18636,6.613081,2/19/2020,0,0,0,Feb-20,0,0,0
Yemen,Yemen,15.552727,48.516388,2/19/2020,0,0,0,Feb-20,0,0,0
Afghanistan,Afghanistan,33,65,2/20/2020,0,0,0,Feb-20,0,0,0
Albania,Albania,41.1533,20.1683,2/20/2020,0,0,0,Feb-20,0,0,0
Algeria,Algeria,28.0339,1.6596,2/20/2020,0,0,0,Feb-20,0,0,0
Andorra,Andorra,42.5063,1.5218,2/20/2020,0,0,0,Feb-20,0,0,0
Angola,Angola,-11.2027,17.8739,2/20/2020,0,0,0,Feb-20,0,0,0
Antigua and Barbuda,Antigua and Barbuda,17.0608,-61.7964,2/20/2020,0,0,0,Feb-20,0,0,0
Argentina,Argentina,-38.4161,-63.6167,2/20/2020,0,0,0,Feb-20,0,0,0
Armenia,Armenia,40.0691,45.0382,2/20/2020,0,0,0,Feb-20,0,0,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/20/2020,0,0,0,Feb-20,0,0,0
New South Wales,Australia,-33.8688,151.2093,2/20/2020,4,0,4,Feb-20,0,0,0
Northern Territory,Australia,-12.4634,130.8456,2/20/2020,0,0,0,Feb-20,0,0,0
Queensland,Australia,-28.0167,153.4,2/20/2020,5,0,0,Feb-20,0,0,0
South Australia,Australia,-34.9285,138.6007,2/20/2020,2,0,2,Feb-20,0,0,0
Tasmania,Australia,-41.4545,145.9707,2/20/2020,0,0,0,Feb-20,0,0,0
Victoria,Australia,-37.8136,144.9631,2/20/2020,4,0,4,Feb-20,0,0,0
Western Australia,Australia,-31.9505,115.8605,2/20/2020,0,0,0,Feb-20,0,0,0
Austria,Austria,47.5162,14.5501,2/20/2020,0,0,0,Feb-20,0,0,0
Azerbaijan,Azerbaijan,40.1431,47.5769,2/20/2020,0,0,0,Feb-20,0,0,0
Bahamas,Bahamas,25.0343,-77.3963,2/20/2020,0,0,0,Feb-20,0,0,0
Bahrain,Bahrain,26.0275,50.55,2/20/2020,0,0,0,Feb-20,0,0,0
Bangladesh,Bangladesh,23.685,90.3563,2/20/2020,0,0,0,Feb-20,0,0,0
Barbados,Barbados,13.1939,-59.5432,2/20/2020,0,0,0,Feb-20,0,0,0
Belarus,Belarus,53.7098,27.9534,2/20/2020,0,0,0,Feb-20,0,0,0
Belgium,Belgium,50.8333,4,2/20/2020,1,0,1,Feb-20,0,0,0
Benin,Benin,9.3077,2.3158,2/20/2020,0,0,0,Feb-20,0,0,0
Bhutan,Bhutan,27.5142,90.4336,2/20/2020,0,0,0,Feb-20,0,0,0
Bolivia,Bolivia,-16.2902,-63.5887,2/20/2020,0,0,0,Feb-20,0,0,0
Bosnia and Herzegovina,Bosnia and Herzegovina,43.9159,17.6791,2/20/2020,0,0,0,Feb-20,0,0,0
Brazil,Brazil,-14.235,-51.9253,2/20/2020,0,0,0,Feb-20,0,0,0
Brunei,Brunei,4.5353,114.7277,2/20/2020,0,0,0,Feb-20,0,0,0
Bulgaria,Bulgaria,42.7339,25.4858,2/20/2020,0,0,0,Feb-20,0,0,0
Burkina Faso,Burkina Faso,12.2383,-1.5616,2/20/2020,0,0,0,Feb-20,0,0,0
Cabo Verde,Cabo Verde,16.5388,-23.0418,2/20/2020,0,0,0,Feb-20,0,0,0
Cambodia,Cambodia,11.55,104.9167,2/20/2020,1,0,1,Feb-20,0,0,0
Cameroon,Cameroon,3.848,11.5021,2/20/2020,0,0,0,Feb-20,0,0,0
Alberta,Canada,53.9333,-116.5765,2/20/2020,0,0,0,Feb-20,0,0,0
British Columbia,Canada,49.2827,-123.1207,2/20/2020,5,0,0,Feb-20,0,0,0
Grand Princess,Canada,37.6489,-122.6655,2/20/2020,0,0,0,Feb-20,0,0,0
Manitoba,Canada,53.7609,-98.8139,2/20/2020,0,0,0,Feb-20,0,0,0
New Brunswick,Canada,46.5653,-66.4619,2/20/2020,0,0,0,Feb-20,0,0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,2/20/2020,0,0,0,Feb-20,0,0,0
Nova Scotia,Canada,44.682,-63.7443,2/20/2020,0,0,0,Feb-20,0,0,0
Ontario,Canada,51.2538,-85.3232,2/20/2020,3,0,0,Feb-20,0,0,0
Prince Edward Island,Canada,46.5107,-63.4168,2/20/2020,0,0,0,Feb-20,0,0,0
Quebec,Canada,52.9399,-73.5491,2/20/2020,0,0,0,Feb-20,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/20/2020,0,0,0,Feb-20,0,0,0
Central African Republic,Central African Republic,6.6111,20.9394,2/20/2020,0,0,0,Feb-20,0,0,0
Chad,Chad,15.4542,18.7322,2/20/2020,0,0,0,Feb-20,0,0,0
Chile,Chile,-35.6751,-71.543,2/20/2020,0,0,0,Feb-20,0,0,0
Anhui,China,31.8257,117.2264,2/20/2020,987,6,474,Feb-20,1,0,61
Beijing,China,40.1824,116.4142,2/20/2020,395,4,153,Feb-20,2,0,8
Chongqing,China,30.0572,107.874,2/20/2020,567,6,299,Feb-20,7,1,25
Fujian,China,26.0789,117.9874,2/20/2020,293,1,126,Feb-20,0,1,14
Gansu,China,37.8099,101.0583,2/20/2020,91,2,71,Feb-20,0,0,6
Guangdong,China,23.3417,113.4244,2/20/2020,1332,5,642,Feb-20,1,0,36
Guangxi,China,23.8298,108.7881,2/20/2020,245,2,90,Feb-20,1,0,4
Guizhou,China,26.8154,106.8748,2/20/2020,146,2,72,Feb-20,0,0,2
Hainan,China,19.1959,109.7453,2/20/2020,168,4,86,Feb-20,0,0,2
Hebei,China,39.549,116.1306,2/20/2020,307,5,169,Feb-20,1,1,17
Heilongjiang,China,47.862,127.7615,2/20/2020,476,12,136,Feb-20,6,0,16
Henan,China,33.882,113.614,2/20/2020,1265,19,637,Feb-20,3,0,64
Hong Kong,China,22.3,114.2,2/20/2020,68,2,6,Feb-20,5,0,1
Hubei,China,30.9756,112.2707,2/20/2020,62442,2144,11788,Feb-20,411,115,1451
Hunan,China,27.6104,111.7088,2/20/2020,1010,4,634,Feb-20,2,0,73
Inner Mongolia,China,44.0935,113.9448,2/20/2020,75,0,16,Feb-20,0,0,6
Jiangsu,China,32.9711,119.455,2/20/2020,631,0,356,Feb-20,0,0,38
Jiangxi,China,27.614,115.7221,2/20/2020,934,1,433,Feb-20,0,0,71
Jilin,China,43.6661,126.1923,2/20/2020,91,1,43,Feb-20,1,0,6
Liaoning,China,41.2956,122.6085,2/20/2020,121,1,59,Feb-20,0,0,4
Macau,China,22.1667,113.55,2/20/2020,10,0,6,Feb-20,0,0,1
Ningxia,China,37.2692,106.1655,2/20/2020,71,0,44,Feb-20,0,0,2
Qinghai,China,35.7452,95.9956,2/20/2020,18,0,16,Feb-20,0,0,0
Shaanxi,China,35.1917,108.8701,2/20/2020,245,1,118,Feb-20,3,1,16
Shandong,China,36.3427,118.1498,2/20/2020,546,4,254,Feb-20,2,1,23
Shanghai,China,31.202,121.4491,2/20/2020,334,2,199,Feb-20,1,0,13
Shanxi,China,37.5777,112.2922,2/20/2020,132,0,76,Feb-20,1,0,8
Sichuan,China,30.6171,102.7103,2/20/2020,520,3,217,Feb-20,6,0,29
Tianjin,China,39.3054,117.323,2/20/2020,131,3,59,Feb-20,1,0,5
Tibet,China,31.6927,88.0924,2/20/2020,1,0,1,Feb-20,0,0,0
Xinjiang,China,41.1129,85.2401,2/20/2020,76,1,22,Feb-20,0,0,2
Yunnan,China,24.974,101.487,2/20/2020,174,2,79,Feb-20,2,1,19
Zhejiang,China,29.1832,120.0934,2/20/2020,1175,1,633,Feb-20,1,1,29
Colombia,Colombia,4.5709,-74.2973,2/20/2020,0,0,0,Feb-20,0,0,0
Congo (Brazzaville),Congo (Brazzaville),-4.0383,21.7587,2/20/2020,0,0,0,Feb-20,0,0,0
Congo (Kinshasa),Congo (Kinshasa),-4.0383,21.7587,2/20/2020,0,0,0,Feb-20,0,0,0
Costa Rica,Costa Rica,9.7489,-83.7534,2/20/2020,0,0,0,Feb-20,0,0,0
Cote d'Ivoire,Cote d'Ivoire,7.54,-5.5471,2/20/2020,0,0,0,Feb-20,0,0,0
Croatia,Croatia,45.1,15.2,2/20/2020,0,0,0,Feb-20,0,0,0
Diamond Princess,Diamond Princess,0,0,2/20/2020,634,2,1,Feb-20,13,2,0
Cuba,Cuba,22,-80,2/20/2020,0,0,0,Feb-20,0,0,0
Cyprus,Cyprus,35.1264,33.4299,2/20/2020,0,0,0,Feb-20,0,0,0
Czechia,Czechia,49.8175,15.473,2/20/2020,0,0,0,Feb-20,0,0,0
Faroe Islands,Denmark,61.8926,-6.9118,2/20/2020,0,0,0,Feb-20,0,0,0
Greenland,Denmark,71.7069,-42.6043,2/20/2020,0,0,0,Feb-20,0,0,0
Denmark,Denmark,56.2639,9.5018,2/20/2020,0,0,0,Feb-20,0,0,0
Djibouti,Djibouti,11.8251,42.5903,2/20/2020,0,0,0,Feb-20,0,0,0
Dominican Republic,Dominican Republic,18.7357,-70.1627,2/20/2020,0,0,0,Feb-20,0,0,0
Ecuador,Ecuador,-1.8312,-78.1834,2/20/2020,0,0,0,Feb-20,0,0,0
Egypt,Egypt,26,30,2/20/2020,1,0,0,Feb-20,0,0,0
El Salvador,El Salvador,13.7942,-88.8965,2/20/2020,0,0,0,Feb-20,0,0,0
Equatorial Guinea,Equatorial Guinea,1.5,10,2/20/2020,0,0,0,Feb-20,0,0,0
Eritrea,Eritrea,15.1794,39.7823,2/20/2020,0,0,0,Feb-20,0,0,0
Estonia,Estonia,58.5953,25.0136,2/20/2020,0,0,0,Feb-20,0,0,0
Eswatini,Eswatini,-26.5225,31.4659,2/20/2020,0,0,0,Feb-20,0,0,0
Ethiopia,Ethiopia,9.145,40.4897,2/20/2020,0,0,0,Feb-20,0,0,0
Fiji,Fiji,-17.7134,178.065,2/20/2020,0,0,0,Feb-20,0,0,0
Finland,Finland,64,26,2/20/2020,1,0,1,Feb-20,0,0,0
French Guiana,France,3.9339,-53.1258,2/20/2020,0,0,0,Feb-20,0,0,0
French Polynesia,France,-17.6797,149.4068,2/20/2020,0,0,0,Feb-20,0,0,0
Guadeloupe,France,16.25,-61.5833,2/20/2020,0,0,0,Feb-20,0,0,0
Mayotte,France,-12.8275,45.1662,2/20/2020,0,0,0,Feb-20,0,0,0
New Caledonia,France,-20.9043,165.618,2/20/2020,0,0,0,Feb-20,0,0,0
Reunion,France,-21.1351,55.2471,2/20/2020,0,0,0,Feb-20,0,0,0
Saint Barthelemy,France,17.9,-62.8333,2/20/2020,0,0,0,Feb-20,0,0,0
St Martin,France,18.0708,-63.0501,2/20/2020,0,0,0,Feb-20,0,0,0
Martinique,France,14.6415,-61.0242,2/20/2020,0,0,0,Feb-20,0,0,0
France,France,46.2276,2.2137,2/20/2020,12,1,4,Feb-20,0,0,0
Gabon,Gabon,-0.8037,11.6094,2/20/2020,0,0,0,Feb-20,0,0,0
Gambia,Gambia,13.4432,-15.3101,2/20/2020,0,0,0,Feb-20,0,0,0
Georgia,Georgia,42.3154,43.3569,2/20/2020,0,0,0,Feb-20,0,0,0
Germany,Germany,51,9,2/20/2020,16,0,12,Feb-20,0,0,0
Ghana,Ghana,7.9465,-1.0232,2/20/2020,0,0,0,Feb-20,0,0,0
Greece,Greece,39.0742,21.8243,2/20/2020,0,0,0,Feb-20,0,0,0
Guatemala,Guatemala,15.7835,-90.2308,2/20/2020,0,0,0,Feb-20,0,0,0
Guinea,Guinea,9.9456,-9.6966,2/20/2020,0,0,0,Feb-20,0,0,0
Guyana,Guyana,5,-58.75,2/20/2020,0,0,0,Feb-20,0,0,0
Haiti,Haiti,18.9712,-72.2852,2/20/2020,0,0,0,Feb-20,0,0,0
Holy See,Holy See,41.9029,12.4534,2/20/2020,0,0,0,Feb-20,0,0,0
Honduras,Honduras,15.2,-86.2419,2/20/2020,0,0,0,Feb-20,0,0,0
Hungary,Hungary,47.1625,19.5033,2/20/2020,0,0,0,Feb-20,0,0,0
Iceland,Iceland,64.9631,-19.0208,2/20/2020,0,0,0,Feb-20,0,0,0
India,India,21,78,2/20/2020,3,0,3,Feb-20,0,0,0
Indonesia,Indonesia,-0.7893,113.9213,2/20/2020,0,0,0,Feb-20,0,0,0
Iran,Iran,32,53,2/20/2020,5,2,0,Feb-20,3,0,0
Iraq,Iraq,33,44,2/20/2020,0,0,0,Feb-20,0,0,0
Ireland,Ireland,53.1424,-7.6921,2/20/2020,0,0,0,Feb-20,0,0,0
Israel,Israel,31,35,2/20/2020,0,0,0,Feb-20,0,0,0
Italy,Italy,43,12,2/20/2020,3,0,0,Feb-20,0,0,0
Jamaica,Jamaica,18.1096,-77.2975,2/20/2020,0,0,0,Feb-20,0,0,0
Japan,Japan,36,138,2/20/2020,94,1,18,Feb-20,10,0,0
Jordan,Jordan,31.24,36.51,2/20/2020,0,0,0,Feb-20,0,0,0
Kazakhstan,Kazakhstan,48.0196,66.9237,2/20/2020,0,0,0,Feb-20,0,0,0
Kenya,Kenya,-0.0236,37.9062,2/20/2020,0,0,0,Feb-20,0,0,0
Kuwait,Kuwait,29.5,47.75,2/20/2020,0,0,0,Feb-20,0,0,0
Kyrgyzstan,Kyrgyzstan,41.2044,74.7661,2/20/2020,0,0,0,Feb-20,0,0,0
